title,creation_date,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
[Oblique view of Courthouse Grant Street façade from street level],1981,gelatin silver print,2006.39.4,cmoa:things/31a631bd-7d91-4b91-a6f1-ef6e97e09cc9,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,9.938,8.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26256,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=39161&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, gray granite bollard and planter box with tree outside Courthouse]",1981,gelatin silver print,2006.39.5,cmoa:things/45ff1e3d-4eb3-4c5e-9e87-87e48a00cca9,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,13.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26257,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40125&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, Courthouse tower with cirrus clouds in sky]",1981,gelatin silver print,2006.39.6,cmoa:things/c1702d18-3aa3-4a2a-b2f3-38d9b327f879,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,13.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26258,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40123&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, Courthouse tower in center with clear sky]",1981,gelatin silver print,2006.39.7,cmoa:things/15004cce-8698-4280-83e8-ddfd4ebde207,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,14.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26259,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40114&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
[Looking up at Courthouse tower from street],1981,gelatin silver print,2006.39.8,cmoa:things/6ec6e74d-b382-4c44-923c-895dbfdcd4c1,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,9.938,8.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26260,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40004&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
[Oblique view of Courthouse façade with tower behind],1981,gelatin silver print,2006.39.9,cmoa:things/41e64388-eabe-4c5c-9050-e2bc55ca3677,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,8.0,9.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26261,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40006&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, arched openings at top of Courthouse tower]",1981,gelatin silver print,2006.39.10,cmoa:things/e4fd0e51-f45d-4f2f-9920-6f5488cc265b,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,13.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26262,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40120&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, rectangular windows with central Romanesque column mullion on Courthouse first floor]",1981,gelatin silver print,2006.39.11,cmoa:things/fde144dd-50b2-414e-8363-47624f1c2fa3,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,13.938,11.063,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26263,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40091&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, upper levels of Courthouse side entrance with flanking turrets]",1981,gelatin silver print,2006.39.12,cmoa:things/a50621fc-7150-4d2e-8f82-e1cb2e8c928c,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,9.938,8.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26264,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40007&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, slanting roofs of Jail with machicolations at eaves]",1981,gelatin silver print,2006.39.13,cmoa:things/2b7f11d6-36a0-477f-97aa-248705916157,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,8.0,9.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26265,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40002&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, Jail, Ross Street entrance with romanesque arch with elaborate iron gate]",1981,gelatin silver print,2006.39.14,cmoa:things/0a0ea3eb-b25c-43a3-b780-57ab270cce46,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,13.938,11.063,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26266,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40092&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, cellblock of Jail with narrow barred windows]",1981,gelatin silver print,2006.39.15,cmoa:things/92025b92-36d1-4813-9b7c-3c7712db1632,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,9.938,8.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26267,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=39155&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, machicolations at eaves of Jail cellblock]",1981,gelatin silver print,2006.39.16,cmoa:things/d340bb9f-c9c4-4e5b-8257-4798667e56b7,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,9.938,8.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26268,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40003&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, cellblock of Jail with narrow blocked up window]",1981,gelatin silver print,2006.39.17,cmoa:things/f4468590-7f1d-4d4d-82a4-539e81d7f4da,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,8.0,9.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26269,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=39159&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, Jail cell block with central octagonal rotunda and Courthouse in background]",1981,gelatin silver print,2006.39.18,cmoa:things/22d35ec4-d8fb-4f46-b2ef-d9572caf31c1,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,13.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26270,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40098&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, vehicle entrance to Jail yard with massive arch and wood door]",1981,gelatin silver print,2006.39.19,cmoa:things/70b69704-4774-4fc8-a202-188719ccb3bc,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,9.938,8.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26271,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40001&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, corner of Courthouse tower with flanking turret]",1981,gelatin silver print,2006.39.20,cmoa:things/04fca61c-4898-4e2c-b14b-ef930ecbe672,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,13.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26272,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40109&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
[Carved coat of arms with eagle and inscription SACRUM on Courthouse Grant Street façade],1981,gelatin silver print,2006.39.21,cmoa:things/97829a54-61a2-4512-9098-a39f5e2436d2,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,8.0,9.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26273,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=39153&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
[Carved coat of arms with horses and inscription HOC on Courthouse Grant Street façade],1981,gelatin silver print,2006.39.22,cmoa:things/299aef8e-c257-4b01-af19-0dc05d64ee76,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,8.0,9.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26274,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=39160&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, Courthouse Grant Street façade with section of arched apse at left and section of arched doorway, right]",1981,gelatin silver print,2006.39.23,cmoa:things/4f9500a5-a307-4ac5-9f69-043bb930f8f7,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,13.938,11.063,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26275,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40099&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, Courthouse Grant Street façade with detail of arch with carved lion]",1981,gelatin silver print,2006.39.24,cmoa:things/830ee73d-4cd8-4502-b5c7-9c9d8a343c22,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,13.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26276,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40122&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
[Courthouse courtyard with fountain],1981,gelatin silver print,2006.39.25,cmoa:things/4e6f9287-1740-40e4-91fb-3a422d5d7279,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,19.938,16.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26277,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40082&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, detail of Bridge of Sighs connecting Courthouse and Jail]",1981,gelatin silver print,2006.39.26,cmoa:things/74ec0753-68d6-4951-b21f-e298651449d0,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,13.938,11.063,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26278,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40104&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, view from Courthouse Ross Street entrance through Bridge of Sighs toward Jail with warden's house at right]",1981,gelatin silver print,2006.39.27,cmoa:things/13fe4e1d-d84c-48b9-878d-68479ae561ab,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,13.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26279,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40126&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Exterior, walled up vehicle entrance to Jail, with benches and tree in foreground]",1981,gelatin silver print,2006.39.28,cmoa:things/1e64640c-72c4-447a-8aff-5391dd258582,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,13.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26280,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40127&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior of Jail central rotunda, looking up]",1981,gelatin silver print,2006.39.29,cmoa:things/2a812569-1fc3-44dc-a393-3faf851a3bf6,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,13.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26281,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40124&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
[Carved column capital with HR monogram in Courthouse grand stair],1981,gelatin silver print,2006.39.30,cmoa:things/12e4ce4c-09d7-4178-ab42-ca075e74b9b4,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.0,14.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26282,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40005&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
[Interior arches of Courthouse with carved pillar capitals],1981,gelatin silver print,2006.39.31,cmoa:things/3c77ca26-855d-460d-a3bb-111ac05288b5,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,8.0,9.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26283,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=39152&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior, Courthouse staircase railing with banister of columns with carved capitals]",1981,gelatin silver print,2006.39.32,cmoa:things/4bdd16ca-52f0-45da-81e1-5a41cdd5ab46,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,8.0,9.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26284,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40010&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior of Courthouse, detail of pillar capital with thistle carving]",1981,gelatin silver print,2006.39.33,cmoa:things/b5092e6d-6570-4648-9f13-2d9bf9b52a88,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,8.0,9.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26285,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40595&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior of Courthouse, carved corbel seen from below]",1981,gelatin silver print,2006.39.34,cmoa:things/996ccbcf-61aa-4a94-890e-56f48ab6e1a9,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,8.0,9.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26286,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=39156&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior of Courthouse, double column with carved capitals]",1981,gelatin silver print,2006.39.35,cmoa:things/161b7928-01af-4221-a112-ebabd921e5da,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.0,14.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26287,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40011&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
Portrait of Walter Munhall,1922,platinum print,2006.45,cmoa:things/68959082-78f6-4823-b270-1e35606e7986,Gift of Edgar Munhall,2006-06-01,Photography,Not on View,6.0,9.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26288,gift of Edgar Munhall,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=38714&size=Medium,cmoa:parties/9d3f668a-1e11-43a0-8ec7-0174aefbf6ce,Organization,Gilbert and Bacon,Gilbert and Bacon,,American,1860-01-01,,Philadelphia,
"[Interior of Courthouse, carved pillar capital with central flower]",1981,gelatin silver print,2006.39.36,cmoa:things/23417186-0dc8-4097-9b71-d8834fcdae52,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,14.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26289,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=39154&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior of Courthouse, carved pillar capital with fleur-de-lis motif]",1981,gelatin silver print,2006.39.37,cmoa:things/2d8eb03b-d64f-491b-b729-2c57674d0a74,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,8.0,9.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26290,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40009&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior of Courthouse, 'compressed' carved capital]",1981,gelatin silver print,2006.39.38,cmoa:things/8a06e2f4-4438-42d2-8821-c28a765f857d,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.0,14.063,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26291,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40008&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior of Courthouse, courtroom with judge's bench and witness chair]",1981,gelatin silver print,2006.39.39,cmoa:things/b509f1a4-8502-469c-a232-b0d022d7fa26,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,13.875,11.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26292,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40132&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior of Courthouse, courtroom with jury box]",1981,gelatin silver print,2006.39.40,cmoa:things/812d3449-d36e-4022-8cfb-d1f91c3491d9,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,13.938,11.063,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26293,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40144&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior, Courthouse grand stair arches with lamp on right]",1981,gelatin silver print,2006.39.41,cmoa:things/a019c3a7-493b-4f21-8c3f-6bbe6de9d36c,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.063,13.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26294,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40135&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior, entrance to Courthouse law library with inscriptions to HHR at left and right]",1981,gelatin silver print,2006.39.42,cmoa:things/e5b4a19f-6c74-487a-a5e1-5c5e6190f123,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,13.938,11.063,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26295,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40100&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior, oblique view from left of entrance to Courthouse law library]",1981,gelatin silver print,2006.39.43,cmoa:things/df72f091-2154-4deb-9359-cd64232b921b,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,11.125,13.875,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26296,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40101&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior, close up view of inscription to left of Courthouse law library entrance]",1981,gelatin silver print,2006.39.44,cmoa:things/481ef908-4a6f-4617-8efc-71f512d206b7,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,13.938,11.063,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26297,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40140&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior, close up view of inscription to right of Courthouse law library entrance]",1981,gelatin silver print,2006.39.45,cmoa:things/db61cf77-f78f-4a10-87fc-5177c9f7c9c4,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,13.938,11.063,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26298,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40141&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
"[Interior, Courthouse grand stair with large lamp at left]",1981,gelatin silver print,2006.39.46,cmoa:things/68dc4868-d8ea-45d5-96da-4d15a74d2941,The William T. Hillman Fund for Photography,2006-06-01,Photography,Not on View,17.125,19.938,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26299,"Clyde Hare, Allison Park, PA.",photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=40084&size=Medium,cmoa:parties/93ddc4ce-721e-410a-912f-1362637135ca,Person,Clyde Hare,"Hare, Clyde",,American,1927-01-01,2009-01-01,"Bloomington, Indiana","Pittsburgh, PA"
Edgar Munhall Running on the Beach,c. 1938,platinum print,2006.44.14,cmoa:things/52f93bd4-6dc2-401e-b902-2b214088bb35,Gift of Edgar Munhall,2006-06-01,Photography,Not on View,3.25,4.625,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=26300,gift of artist's son and subject of photo: Edgar Munhall,photographs,http://collection.cmoa.org/CollectionImage.aspx?irn=38749&size=Medium,cmoa:parties/38ebec90-cb10-4501-81bd-bb90f9c7866f,Person,Walter Munhall,"Munhall, Walter",,American,1901-01-01,1993-01-01,,
